data,hora,natureza_acidente,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,endereco_cruzamento,numero_cruzamento,referencia_cruzamento,bairro_cruzamento,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,,,,,,,
2017-11-23,12:23:00,SEM VÍTIMA,CANCELADA,GRAÇAS,RUA AMELIA,259,,ESQUINA COM A R DO CUPIM / E/F AO VIA MUNDI DECORAÇÃO,RUA AMELIA,259,ESQUINA COM A R DO CUPIM / E/F AO VIA MUNDI DECORAÇÃO,GRAÇAS,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-11-23,12:52:00,SEM VÍTIMA,CANCELADA,TAMARINEIRA,AV NORTE,,,ESQUINA DA RUA SILVEIRA LIRA E/F DA ALAN CENTER ALARMES,AV NORTE,0,ESQUINA DA RUA SILVEIRA LIRA E/F DA ALAN CENTER ALARMES,TAMARINEIRA,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-11-23,13:13:00,COM VÍTIMA,FINALIZADA,GRAÇAS,RUA CARDEAL ARCOVERDE,237,,PROX A ROSA E SILVA / E/F AO EDF BELMIRO CORREIA,RUA CARDEAL ARCOVERDE,237,PROX A ROSA E SILVA / E/F AO EDF BELMIRO CORREIA,GRAÇAS,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-11-23,13:35:00,SEM VÍTIMA,FINALIZADA,CAXANGÁ,AV CAXANGA,,,E/F AO ´POSTO SHELL, SNT VÁRZEA,AV CAXANGA,0,E/F AO ´POSTO SHELL, SNT VÁRZEA,CAXANGÁ,COLISÃO,1,1,,,,,,,,0,,,,,,
2017-11-23,13:39:00,SEM VÍTIMA,CANCELADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,4318,,EM FRENTE AO EMPRESARIAL RENATO DIAS, SAINDO DO DERBY, SENTIDO PINA, APOS A SPETTUS,AV GOVERNADOR AGAMENON MAGALHAES,4318,EM FRENTE AO EMPRESARIAL RENATO DIAS, SAINDO DO DERBY, SENTIDO PINA, APOS A SPETTUS,DERBY,COLISÃO,1,,,,,1,,,,0,,
2017-11-23,13:40:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,RUA PEDRO AFONSO,,,EM FRENTE AO CENTRO DE QUALIFICAÇÃO PROFISSIONAL,RUA PEDRO AFONSO,0,EM FRENTE AO CENTRO DE QUALIFICAÇÃO PROFISSIONAL,SANTO AMARO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-23,13:45:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,RUA FREI CASSIMIRO,396,,CRUZAMENTO COM RUA TREZE DE MAIO,RUA FREI CASSIMIRO,396,CRUZAMENTO COM RUA TREZE DE MAIO,SANTO AMARO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-23,13:54:00,SEM VÍTIMA,FINALIZADA,BEBERIBE,AV HILDEBRANDO DE VASCONCELOS,,,NA ENTRADA DE DOIS UNIDOS E/F SUBESTAÇAÕ DA CELPE,AV HILDEBRANDO DE VASCONCELOS,0,NA ENTRADA DE DOIS UNIDOS E/F SUBESTAÇAÕ DA CELPE,BEBERIBE,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-23,14:06:00,SEM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE,4578,,NA ENTRADA DA MANGABEIRA,AV NORTE,4578,NA ENTRADA DA MANGABEIRA,CASA AMARELA,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-11-23,14:09:00,SEM VÍTIMA,FINALIZADA,ENCRUZILHADA,RUA DONA JULIETA,70,,RUA QUE FICA EM FRENTE A IGREJA DA ESTRADA DE BELEM,RUA DONA JULIETA,70,RUA QUE FICA EM FRENTE A IGREJA DA ESTRADA DE BELEM,ENCRUZILHADA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-23,14:22:00,SEM VÍTIMA,FINALIZADA,TOTÓ,RUA ONZE DE AGOSTO,183,,PROX. AO A GARAGEM DE MICROONIBUS, NA ENTRADA DO TOTO,RUA ONZE DE AGOSTO,183,PROX. AO A GARAGEM DE MICROONIBUS, NA ENTRADA DO TOTO,TOTÓ,COLISÃO,,,,,,1,,,,0,,,,,,
2017-11-23,14:26:00,VÍTIMA FATAL,FINALIZADA,CAXANGÁ,AV JOAQUIM RIBEIRO,,,EM FRENTE A FERRO E AÇO SENTIDO CAMARAGIBE,AV JOAQUIM RIBEIRO,0,EM FRENTE A FERRO E AÇO SENTIDO CAMARAGIBE,CAXANGÁ,ATROPELAMENTO,1,,,,1,,,,,,1,,,,,,,
2017-11-23,14:55:00,SEM VÍTIMA,FINALIZADA,ILHA DO RETIRO,RUA SENADOR FABIO DE BARROS,,,E/F AO RESTAURANTE O MINEIRO,RUA SENADOR FABIO DE BARROS,0,E/F AO RESTAURANTE O MINEIRO,ILHA DO RETIRO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-23,14:51:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA JOAO FONTES,78,,NA DESCIDA DO VIADUTO PROX DA INTEGRAÇAO,RUA JOAO FONTES,78,NA DESCIDA DO VIADUTO PROX DA INTEGRAÇAO,IMBIRIBEIRA,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-11-23,14:56:00,SEM VÍTIMA,FINALIZADA,ESTÂNCIA,AV RECIFE,,,EM FRENTE JG RAÇOES SENTIDO BR,AV RECIFE,0,EM FRENTE JG RAÇOES SENTIDO BR,ESTÂNCIA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-23,15:41:00,SEM VÍTIMA,FINALIZADA,CASA AMARELA,RUA DA HARMONIA,,,PROX DA IGREJA DA HARMONIA ESQUINA DA ESCOLA PADRE MACHADO,RUA DA HARMONIA,0,PROX DA IGREJA DA HARMONIA ESQUINA DA ESCOLA PADRE MACHADO,CASA AMARELA,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-11-23,16:42:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,RUA DO HOSPICIO,,,RUA DO HOSPICIO COM CAMARA DOS VEREADORES,RUA DO HOSPICIO,0,RUA DO HOSPICIO COM CAMARA DOS VEREADORES,BOA VISTA,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-11-23,17:37:00,SEM VÍTIMA,FINALIZADA,ILHA DO RETIRO,RUA SPORT CLUBE DO RECIFE,,,E/F AO CAMPO DO SPORT / E/F AO POSTO EXTRA,RUA SPORT CLUBE DO RECIFE,0,E/F AO CAMPO DO SPORT / E/F AO POSTO EXTRA,ILHA DO RETIRO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-23,17:59:00,COM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,RUA DR JOSE MARIANO,,,NO FINAL DA PONTE VELHA, SEMAFORO 209,RUA DR JOSE MARIANO,0,NO FINAL DA PONTE VELHA, SEMAFORO 209,SANTO ANTÔNIO,COLISÃO,1,1,,,,,,,,1,,,,,,
2017-11-23,18:20:00,SEM VÍTIMA,FINALIZADA,MADALENA,AV ENGENHEIRO ABDIAS DE CARVALHO,,,EM FRENTE AO POSTO DE GASOLINA EXTRA,AV ENGENHEIRO ABDIAS DE CARVALHO,0,EM FRENTE AO POSTO DE GASOLINA EXTRA,MADALENA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-23,18:28:00,SEM VÍTIMA,FINALIZADA,PARNAMIRIM,AV GOVERNADOR AGAMENON MAGALHAES,,,E/F AO MCCDONALDS / SNT ROSA E SILVA,AV GOVERNADOR AGAMENON MAGALHAES,0,E/F AO MCCDONALDS / SNT ROSA E SILVA,PARNAMIRIM,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-11-23,18:37:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA JOAQUIM NABUCO,488,,PROX. A UNINASSAU, SENTIDO REAL DA TORRE,RUA JOAQUIM NABUCO,488,PROX. A UNINASSAU, SENTIDO REAL DA TORRE,GRAÇAS,COLISÃO,1,,,,,1,,,,0,,,,,,
2017-11-23,19:04:00,SEM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,,PISTA LOCAL EM FRENTE AO HR, SENTIDO BOA VIAGEM,AV GOVERNADOR AGAMENON MAGALHAES,0,PISTA LOCAL EM FRENTE AO HR, SENTIDO BOA VIAGEM,DERBY,COLISÃO,2,,,,,,,,,0,,,,,,
2017-11-23,19:08:00,SEM VÍTIMA,FINALIZADA,PINA,AV ANTONIO DE GOES,,,E/F AO POSTO BR // SEMÁFORO 103,AV ANTONIO DE GOES,0,E/F AO POSTO BR // SEMÁFORO 103,PINA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-23,19:09:00,SEM VÍTIMA,CANCELADA,VÁRZEA,RUA AGRICOLANDIA,,,NO FINAL DA RUA, PROX. A BR. EM FRENTE A PRACINHA,RUA AGRICOLANDIA,0,NO FINAL DA RUA, PROX. A BR. EM FRENTE A PRACINHA,VÁRZEA,COLISÃO,1,,,,,,1,,,0,,,,,,
2017-11-23,19:15:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,AV CONDE DA BOA VISTA,,,CRUZAMENTO COM RUA DOM BOSCO, SEMAFORO 027,AV CONDE DA BOA VISTA,0,CRUZAMENTO COM RUA DOM BOSCO, SEMAFORO 027,BOA VISTA,COLISÃO,1,,,,,1,,,,0,,,,,,
2017-11-23,19:38:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ERNESTO DE PAULA SANTOS,,,POR TRAS DO HOTEL GOLDEM TULIP,RUA ERNESTO DE PAULA SANTOS,0,POR TRAS DO HOTEL GOLDEM TULIP,BOA VIAGEM,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-11-23,20:47:00,SEM VÍTIMA,FINALIZADA,TORRE,RUA APIABA,1,,POR TRÁS DO MERCADO VAREJÃO LIDER,RUA APIABA,1,POR TRÁS DO MERCADO VAREJÃO LIDER,TORRE,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-23,21:56:00,SEM VÍTIMA,FINALIZADA,JAQUEIRA,AV CONS ROSA E SILVA,,,ESQUINA COM RUA NETO MENDONÇA,AV CONS ROSA E SILVA,0,ESQUINA COM RUA NETO MENDONÇA,JAQUEIRA,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-11-23,22:12:00,COM VÍTIMA,CANCELADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,,NO CRUZAMENTO COM A R ODORICO MENDES / SEMÁFORO 049,AV GOVERNADOR AGAMENON MAGALHAES,0,NO CRUZAMENTO COM A R ODORICO MENDES / SEMÁFORO 049,SANTO AMARO,ATROPELAMENTO,,1,,,1,,,,,1,,,,,,,,
2017-11-24,00:09:00,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,,SEMÁFORO 075 // EM FRENTE A PRAÇA DO DERBY,AV GOVERNADOR AGAMENON MAGALHAES,0,SEMÁFORO 075 // EM FRENTE A PRAÇA DO DERBY,DERBY,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-11-24,00:25:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,RUA DOM BOSCO,,,CRUZAMENTO COM A AV GOVERNADOR AGAMENON MAGALHAES, EM FRENTE AO COLEGIO AMERICANO BATISTA,RUA DOM BOSCO,0,CRUZAMENTO COM A AV GOVERNADOR AGAMENON MAGALHAES, EM FRENTE AO COLEGIO AMERICANO BATISTA,BOA VISTA,COLISÃO,2,,,,,,,,,0,,,,,,
2017-11-24,01:33:00,SEM VÍTIMA,FINALIZADA,CAMPO GRANDE,EST DE BELEM,,,PRÓXIMO A LANCHONETE SUBWAY // PRÓXIMO AO RESTAURANTE SKILLUS // EM FRENTE A IGREJA ADVENTISTA,EST DE BELEM,0,PRÓXIMO A LANCHONETE SUBWAY // PRÓXIMO AO RESTAURANTE SKILLUS // EM FRENTE A IGREJA ADVENTISTA,CAMPO GRANDE,CHOQUE,1,,,,,,,,,0,,,,,,,,
2017-11-24,01:51:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DOS NAVEGANTES,75,,CRUZAMENTO COM A RUA ERNETO DE PAULA SANTOS,RUA DOS NAVEGANTES,75,CRUZAMENTO COM A RUA ERNETO DE PAULA SANTOS,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-24,05:16:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,EM FRENTE A MOVIDA// PRÓXIMO AO AEROPORTO // EM BAIXO DO VIADUTO TANCREDO NEVES, SENTIDO CENTRO,AV MARECHAL MASCARENHAS DE MORAES,0,EM FRENTE A MOVIDA// PRÓXIMO AO AEROPORTO // EM BAIXO DO VIADUTO TANCREDO NEVES, SENTIDO CENTRO,IMBIRIBEIRA,COLISÃO,2,,,,,,,,,0,,,,,,
2017-11-24,06:10:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA DA PAZ,190,,E/F A IGREJA PRESBITERIANA DO LARGO DA PAZ. SENTIDO AV SUL,RUA DA PAZ,190,E/F A IGREJA PRESBITERIANA DO LARGO DA PAZ. SENTIDO AV SUL,AFOGADOS,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-24,06:39:00,SEM VÍTIMA,FINALIZADA,CURADO,RUA DR GEORGE WILLIAM BUTLER,,,EM FRENTE À KIBOM SORVANE E DA RAYOVAC S/N,RUA DR GEORGE WILLIAM BUTLER,0,EM FRENTE À KIBOM SORVANE E DA RAYOVAC S/N,CURADO,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-11-24,07:44:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,,,CRUZAMENTO COM A RUA TOMÉ GIBSON,SEMAFORO 002,AV CONSELHEIRO AGUIAR,0,CRUZAMENTO COM A RUA TOMÉ GIBSON,SEMAFORO 002,BOA VIAGEM,COLISÃO,1,1,,,,,,,,1,,,,,,
2017-11-24,07:52:00,SEM VÍTIMA,FINALIZADA,PINA,RUA MANOEL DE BRITO,,,SEMAFORO 659,RUA MANOEL DE BRITO,0,SEMAFORO 659,PINA,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-11-24,08:02:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,6211,,EM FRENTE DA INFRAERO,AV MARECHAL MASCARENHAS DE MORAES,6211,EM FRENTE DA INFRAERO,IMBIRIBEIRA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-24,08:01:00,SEM VÍTIMA,FINALIZADA,PINA,AV HERCULANO BANDEIRA,581,,E/F A REIS E PACHECO ADVOCACIA, SENTIDO BEIRA MAR.,AV HERCULANO BANDEIRA,581,E/F A REIS E PACHECO ADVOCACIA, SENTIDO BEIRA MAR.,PINA,COLISÃO,2,,,,,1,,,,0,,,,,,
2017-11-24,08:16:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,AV JOAO DE BARROS,,,EM FRENTE A CELPE / LADO ESQUERDO,AV JOAO DE BARROS,0,EM FRENTE A CELPE / LADO ESQUERDO,BOA VISTA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-24,08:22:00,SEM VÍTIMA,CANCELADA,MADALENA,RUA ALTINHO,19,,EM FRENTE A UNIAO DOS VERIADORES SENT SUB,RUA ALTINHO,19,EM FRENTE A UNIAO DOS VERIADORES SENT SUB,MADALENA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-24,08:30:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,RUA PEDRO MELO,,,AO LADO DA IGREJA NOSSA SENHORA DE FATIMA,RUA PEDRO MELO,0,AO LADO DA IGREJA NOSSA SENHORA DE FATIMA,SAN MARTIN,COLISÃO,1,1,,,,,,,,2,,,,,,,,
2017-11-24,09:07:00,SEM VÍTIMA,FINALIZADA,PARNAMIRIM,RUA JOAO TUDE DE MELO,,,SEMAFORO 649,RUA JOAO TUDE DE MELO,0,SEMAFORO 649,PARNAMIRIM,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-11-24,09:55:00,SEM VÍTIMA,CANCELADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,EM FRENTE DA FACULDADE UNIVERSO,AV MARECHAL MASCARENHAS DE MORAES,0,EM FRENTE DA FACULDADE UNIVERSO,IMBIRIBEIRA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-24,10:27:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PADRE BERNADINO PESSOA,,,RUA DO COLÉGIO SANTA MARIA, EM FRENTE A DALENA DOCERIA,RUA PADRE BERNADINO PESSOA,0,RUA DO COLÉGIO SANTA MARIA, EM FRENTE A DALENA DOCERIA,BOA VIAGEM,COLISÃO,,,,,,,,,,0,,,,,,
2017-11-24,11:03:00,COM VÍTIMA,FINALIZADA,CORDEIRO,EST DO FORTE DO ARRAIAL N. DO B. JESUS,414,,EM FRENTE DA PADARIA RAINHA DO FORTE,EST DO FORTE DO ARRAIAL N. DO B. JESUS,414,EM FRENTE DA PADARIA RAINHA DO FORTE,CORDEIRO,COLISÃO COM CICLISTA,1,,,1,,,,,,1,,,,,,,,
2017-11-24,11:17:00,COM VÍTIMA,FINALIZADA,HIPÓDROMO,RUA PRUDENTE DE MORAES,424,,RUA DO POSTO TOTAL,RUA PRUDENTE DE MORAES,424,RUA DO POSTO TOTAL,HIPÓDROMO,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-11-24,11:48:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,AO LADO DA PRIMEIRA ALÇA DO VIATO,AV MARECHAL MASCARENHAS DE MORAES,0,AO LADO DA PRIMEIRA ALÇA DO VIATO,IMBIRIBEIRA,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-11-24,12:21:00,SEM VÍTIMA,CANCELADA,DOIS IRMÃOS,EST DOS PINTOS,,,EM FRENTE AO TERMINAL DO SITIO DOS PINTOS,EST DOS PINTOS,0,EM FRENTE AO TERMINAL DO SITIO DOS PINTOS,DOIS IRMÃOS,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-11-24,12:46:00,COM VÍTIMA,FINALIZADA,ALTO JOSÉ BONIFÁCIO,RUA ALTO DA SERRINHA,,,E/F DA ASSEMBLEIA DE DEUS,RUA ALTO DA SERRINHA,0,E/F DA ASSEMBLEIA DE DEUS,ALTO JOSÉ BONIFÁCIO,COLISÃO,,1,,,,1,,,,1,,,,,,,,
2017-11-24,12:59:00,COM VÍTIMA,FINALIZADA,PINA,AV ANTONIO DE GOES,,,EM FRENTE AO EMPRESARIAL TRADE CENTER,AV ANTONIO DE GOES,0,EM FRENTE AO EMPRESARIAL TRADE CENTER,PINA,COLISÃO,,,,,,,,,,2,,,,,,,,
2017-11-24,13:04:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,1800,,ANTES DO SEGUNDO JARDIM, SEMAFORO 003,AV BOA VIAGEM,1800,ANTES DO SEGUNDO JARDIM, SEMAFORO 003,BOA VIAGEM,COLISÃO,1,,,,,,,,,0,,,,,,
2017-11-24,13:13:00,SEM VÍTIMA,FINALIZADA,CASA AMARELA,RUA PROFESSOR SOUTO MAIOR,203,,CRUZ COM A RUA RODRIGO SETTE EM FRENTE AO SOBRADO JOAQUIM CARDOSO,RUA PROFESSOR SOUTO MAIOR,203,CRUZ COM A RUA RODRIGO SETTE EM FRENTE AO SOBRADO JOAQUIM CARDOSO,CASA AMARELA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-24,14:27:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA JOAO CARDOSO AIRES,595,,EM FRENTE AO COLEGIO MADRE DE DEUS II,RUA JOAO CARDOSO AIRES,595,EM FRENTE AO COLEGIO MADRE DE DEUS II,BOA VIAGEM,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-11-24,14:28:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,RUA DA AURORA,,,CRUZ COM A RUA RIACHUELO AO LADO DO EDIFICIO EBANO,RUA DA AURORA,0,CRUZ COM A RUA RIACHUELO AO LADO DO EDIFICIO EBANO,BOA VISTA,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-11-24,14:39:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,AV SUL,,,PROX DA ESTAÇAO LARGO DA PAZ E/F DA DISMAR,AV SUL,0,PROX DA ESTAÇAO LARGO DA PAZ E/F DA DISMAR,AFOGADOS,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-11-24,15:01:00,SEM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA FRANKLIN TAVORA,785,,CRUZAMENTO COM A RUA COELHO NETO,RUA FRANKLIN TAVORA,785,CRUZAMENTO COM A RUA COELHO NETO,CAMPO GRANDE,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-11-24,15:38:00,SEM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,,AO LADO DO BOMPREÇO, SENTIDO OLINDA,AV GOVERNADOR AGAMENON MAGALHAES,0,AO LADO DO BOMPREÇO, SENTIDO OLINDA,DERBY,COLISÃO,2,,,,,,,,,0,,,,,,
2017-11-24,15:47:00,COM VÍTIMA,CANCELADA,CIDADE UNIVERSITÁRIA,AV PROFESSOR ARTUR DE SA,1182,,EM FRENTE AO PORTÃO DA UNIVERSIDADE FEDERAL,AV PROFESSOR ARTUR DE SA,1182,EM FRENTE AO PORTÃO DA UNIVERSIDADE FEDERAL,CIDADE UNIVERSITÁRIA,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-11-24,15:50:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA JOAQUIM NABUCO,,,CRUZAMENTO COM RUA GUILHERME PINTO, EM FRENTE AO VERDE FRUT, EM FRENTE AO BLOCO C DA FACULDADE MAURICIO DE NASSAU,RUA JOAQUIM NABUCO,0,CRUZAMENTO COM RUA GUILHERME PINTO, EM FRENTE AO VERDE FRUT, EM FRENTE AO BLOCO C DA FACULDADE MAURICIO DE NASSAU,GRAÇAS,COLISÃO,2,,,,,,,,,0,,,,
2017-11-24,16:16:00,SEM VÍTIMA,FINALIZADA,FUNDÃO,AV BEBERIBE,3101,,NA PARTE ALTA E BAIXA, E PROX. A IGREJA QUADRANGULAR,AV BEBERIBE,3101,NA PARTE ALTA E BAIXA, E PROX. A IGREJA QUADRANGULAR,FUNDÃO,COLISÃO,2,,,,,,,,,0,,,,,,
2017-11-24,16:18:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA JOAQUIM NABUCO,,,BLOCO C POR TRAS DA FACULDADE MAURICIO DE NASSAU,RUA JOAQUIM NABUCO,0,BLOCO C POR TRAS DA FACULDADE MAURICIO DE NASSAU,GRAÇAS,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-24,16:25:00,SEM VÍTIMA,FINALIZADA,CORDEIRO,AV CAXANGA,,,EM FRENTE A EXPOSIÇAO DE ANIMAIS, SENTIDO CAMARAGIBE,AV CAXANGA,0,EM FRENTE A EXPOSIÇAO DE ANIMAIS, SENTIDO CAMARAGIBE,CORDEIRO,COLISÃO,1,,,,,,1,,,0,,,,,,
2017-11-24,17:08:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,,EM FRENTE A UPE, SENTIDO OLINDA,AV GOVERNADOR AGAMENON MAGALHAES,0,EM FRENTE A UPE, SENTIDO OLINDA,SANTO AMARO,COLISÃO,2,,,,,,,,,0,,,,,,
2017-11-24,17:08:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA BARAO DE ITAMARACA,,,EM FRENTE AO SUPERMERCADO SOBERANO SENTIDO ROSA E SILVA,RUA BARAO DE ITAMARACA,0,EM FRENTE AO SUPERMERCADO SOBERANO SENTIDO ROSA E SILVA,ESPINHEIRO,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-11-24,17:22:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,EM FRENTE AO MARCO ZERO,AV ALFREDO LISBOA,0,EM FRENTE AO MARCO ZERO,BAIRRO DO RECIFE,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-11-24,17:41:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA DO ESPINHEIRO,468,,ESQUINA COM A ROSA E SILVA,RUA DO ESPINHEIRO,468,ESQUINA COM A ROSA E SILVA,ESPINHEIRO,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-11-24,17:56:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA FRANCISCO UCHOA,51,,POR TRAS DA BIBLIOTECA DE AFOGADOS,RUA FRANCISCO UCHOA,51,POR TRAS DA BIBLIOTECA DE AFOGADOS,AFOGADOS,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-11-24,18:06:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,VIADUTO TANCREDO NEVES,,,SENT. BOA VIAGEM, EM CIMA DO VIADULTO,VIADUTO TANCREDO NEVES,0,SENT. BOA VIAGEM, EM CIMA DO VIADULTO,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,
2017-11-24,19:02:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,276,,E/F A CHEVROLET , SENTIDO PIEDADE,AV ENGENHEIRO DOMINGOS FERREIRA,276,E/F A CHEVROLET , SENTIDO PIEDADE,BOA VIAGEM,ENGAVETAMENTO,3,,,,,,,,,0,,,,,,
2017-11-24,19:14:00,,CANCELADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,,EM FRENTE DA CONCESSIONARIA AUTO NUNES,AV ENGENHEIRO DOMINGOS FERREIRA,0,EM FRENTE DA CONCESSIONARIA AUTO NUNES,BOA VIAGEM,ENGAVETAMENTO,3,,,,,,,,,0,,,,,,,,
2017-11-24,20:09:00,SEM VÍTIMA,FINALIZADA,CASA AMARELA,COR DO BARTOLOMEU,153,,E/F A PADARIA ANDREA // ENTRADA DO COR,COR DO BARTOLOMEU,153,E/F A PADARIA ANDREA // ENTRADA DO COR,CASA AMARELA,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-11-24,20:14:00,COM VÍTIMA,CANCELADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,2349,,AO LADO DO POSTO DE GASOLINA SHELL, SENT. AEROPORTO,AV MARECHAL MASCARENHAS DE MORAES,2349,AO LADO DO POSTO DE GASOLINA SHELL, SENT. AEROPORTO,IMBIRIBEIRA,COLISÃO,1,1,,,,,,,,2,,,,,,
2017-11-24,20:29:00,COM VÍTIMA,FINALIZADA,IBURA,AV RIO SAO FRANCISCO,,,EM FRENTE DO SUPERMERCADO PROABE, UR-03,AV RIO SAO FRANCISCO,0,EM FRENTE DO SUPERMERCADO PROABE, UR-03,IBURA,COLISÃO,,1,,,,1,,,,2,,,,,,
2017-11-24,21:19:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,AV CONS ROSA E SILVA,,,E/F AO CLUBE PORTUGUÊS / SNT CASA FORTE,AV CONS ROSA E SILVA,0,E/F AO CLUBE PORTUGUÊS / SNT CASA FORTE,GRAÇAS,COLISÃO,1,1,,,,,,,,0,,,,,,,,
