data,hora,natureza_acidente,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,endereco_cruzamento,numero_cruzamento,referencia_cruzamento,bairro_cruzamento,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,,,,,,,
2017-03-06,03:20:00,SEM VÍTIMA,FINALIZADA,AREIAS,RUA XIMBORE,,,APOS A IGREJA ASSEMBLEIA DE DEUS, VAI PELA AVENIDA DR JOSE RUFINO, ENTRA NA RUA IPOJUCA, ENTRA NA RUA CAMBUCÁ, ENTRA NA RUA DONA ANA AURORA,RUA XIMBORE,0,APOS A IGREJA ASSEMBLEIA DE DEUS, VAI PELA AVENIDA DR JOSE RUFINO, ENTRA NA RUA IPOJUCA, ENTRA NA RUA CAMBUCÁ, ENTRA NA RUA DONA ANA AURORA,AREIAS,COLISÃO,1,,,,,,1,,,0
2017-03-06,07:19:00,SEM VÍTIMA,PENDENTE,ARRUDA,AV BEBERIBE,672,,EM FRENTE A DISNOVE,AV BEBERIBE,672,EM FRENTE A DISNOVE,ARRUDA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-06,07:56:00,SEM VÍTIMA,PENDENTE,IPSEP,AV RECIFE,,,NO SEMAFORO Nº55,AV RECIFE,0,NO SEMAFORO Nº55,IPSEP,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-03-06,08:00:00,SEM VÍTIMA,CANCELADA,CASA AMARELA,AV NORTE,,AV PROFESSOR JOSE DOS ANJOS,EM FRENTE AO SESC DE CASA AMARELA,AV NORTE,0,EM FRENTE AO SESC DE CASA AMARELA,CASA AMARELA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-06,08:29:00,SEM VÍTIMA,PENDENTE,CAXANGÁ,AV CAXANGA,,,TUNEO DA ABOLIÇAO,AV CAXANGA,0,TUNEO DA ABOLIÇAO,CAXANGÁ,COLISÃO,,,,,,,,,,0,,,,,,,,
2017-03-06,08:29:00,SEM VÍTIMA,PENDENTE,APIPUCOS,AV DEZESSETE DE AGOSTO,866,,HA 50 METROS DO AÇUDE DE APIPUCOS,SENT/BR 101,AV DEZESSETE DE AGOSTO,866,HA 50 METROS DO AÇUDE DE APIPUCOS,SENT/BR 101,APIPUCOS,COLISÃO,2,,,,,,,,,0,,,,,,
2017-03-06,08:34:00,COM VÍTIMA,PENDENTE,CASA AMARELA,RUA MARECHAL RONDON,35,,EM DA ACADEMIA SIMETRIA,RUA MARECHAL RONDON,35,EM DA ACADEMIA SIMETRIA,CASA AMARELA,COLISÃO,1,1,,,,1,,,,1,,,,,,,,
2017-03-06,08:49:00,SEM VÍTIMA,PENDENTE,ENCRUZILHADA,AV BEBERIBE,,,EM FRENTE AO POSTO SHELL,AV BEBERIBE,0,EM FRENTE AO POSTO SHELL,ENCRUZILHADA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-06,09:30:00,SEM VÍTIMA,PENDENTE,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,2716,,EM FRENTE DA FARMACIA PAG MENOS,AV MARECHAL MASCARENHAS DE MORAES,2716,EM FRENTE DA FARMACIA PAG MENOS,IMBIRIBEIRA,COLISÃO,3,,,,,,,,,0,,,,,,,,
2017-03-06,10:52:00,SEM VÍTIMA,PENDENTE,CAXANGÁ,AV CAXANGA,,,EM FRENT A CONCESSIONARIA CHEVROLET,AV CAXANGA,0,EM FRENT A CONCESSIONARIA CHEVROLET,CAXANGÁ,COLISÃO,3,,,,,,,,,0,,,,,,,,
2017-03-06,10:57:00,SEM VÍTIMA,PENDENTE,AFOGADOS,RUA IMPERIAL,,,EMBAIXO PONTE CARDOZO SENT/AFOGADOS,RUA IMPERIAL,0,EMBAIXO PONTE CARDOZO SENT/AFOGADOS,AFOGADOS,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-03-06,13:08:00,SEM VÍTIMA,PENDENTE,ENCRUZILHADA,AV JOAO DE BARROS,,,E/F DA AGENCIA DOS CORREIOS DA ENCRUZILHADA,AV JOAO DE BARROS,0,E/F DA AGENCIA DOS CORREIOS DA ENCRUZILHADA,ENCRUZILHADA,COLISÃO,3,,,,,,,,,0,,,,,,,,
2017-03-06,13:18:00,SEM VÍTIMA,PENDENTE,BOA VIAGEM,RUA MARQUES DE VALENCA,213,,EM FRENTE A IGREJA BATISTA JARDIM SÃO PAULO,RUA MARQUES DE VALENCA,213,EM FRENTE A IGREJA BATISTA JARDIM SÃO PAULO,BOA VIAGEM,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-03-06,13:40:00,SEM VÍTIMA,PENDENTE,IBURA,RUA SANTO HELENO,378,,PROXIMO AO COLEGIO DOS MILAGRES,RUA SANTO HELENO,378,PROXIMO AO COLEGIO DOS MILAGRES,IBURA,CHOQUE,,,,,,,,,,0,,,,,,,,
2017-03-06,14:03:00,SEM VÍTIMA,PENDENTE,BEBERIBE,AV BEBERIBE,,,E/F DA FERREIRA PINTO S/T CID,AV BEBERIBE,0,E/F DA FERREIRA PINTO S/T CID,BEBERIBE,COLISÃO,3,,,,,,,,,0,,,,,,,,
2017-03-06,16:11:00,SEM VÍTIMA,FINALIZADA,SOLEDADE,RUA BISPO CARDOSO AYRES,,,EM FRENTE FACULDADE ESUDA,RUA BISPO CARDOSO AYRES,0,EM FRENTE FACULDADE ESUDA,SOLEDADE,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-03-06,16:17:00,COM VÍTIMA,FINALIZADA,ESTÂNCIA,RUA AIRES BELO,,,APOS MAKRO SENTIDO AEROPORTO,RUA AIRES BELO,0,APOS MAKRO SENTIDO AEROPORTO,ESTÂNCIA,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-03-06,16:19:00,SEM VÍTIMA,PENDENTE,BONGI,RUA SANTA EDWIRGES,,,PROX. A IGREJA PRESBITERIANA DO PRADO E O CANAL,RUA SANTA EDWIRGES,0,PROX. A IGREJA PRESBITERIANA DO PRADO E O CANAL,BONGI,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-06,16:43:00,SEM VÍTIMA,CANCELADA,PAISSANDU,RUA PAISSANDU,,,EM FRENTE DO HOSPITAL SÃO MARCOS,RUA PAISSANDU,0,EM FRENTE DO HOSPITAL SÃO MARCOS,PAISSANDU,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-03-06,17:12:00,SEM VÍTIMA,CANCELADA,SÃO JOSÉ,RUA FLORIANO PEIXOTO,131,,EM FRENTE DO BANCO ITAU,RUA FLORIANO PEIXOTO,131,EM FRENTE DO BANCO ITAU,SÃO JOSÉ,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-06,17:52:00,SEM VÍTIMA,PENDENTE,SAN MARTIN,RUA VINTE E UM DE ABRIL,,,AO LADO DA IGREJA UNIVERSAL DO REINO DE DEUS,RUA VINTE E UM DE ABRIL,0,AO LADO DA IGREJA UNIVERSAL DO REINO DE DEUS,SAN MARTIN,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-06,18:01:00,COM VÍTIMA,FINALIZADA,COELHOS,RUA PADRE VENANCIO,,,PROX APRAÇA MATARAZZO,RUA PADRE VENANCIO,0,PROX APRAÇA MATARAZZO,COELHOS,COLISÃO,3,,,,,,,,,1,,,,,,,,
2017-03-06,18:27:00,COM VÍTIMA,FINALIZADA,IBURA,AV ENGENHO SERRA VERDE,171,,E/F A MOVELARIA RAMOS,AV ENGENHO SERRA VERDE,171,E/F A MOVELARIA RAMOS,IBURA,ATROPELAMENTO,,,,,1,1,,,,1,,,,,,,,
2017-03-06,19:17:00,COM VÍTIMA,FINALIZADA,IPUTINGA,EST DO BARBALHO,320,,E/F AO CEFOC,EST DO BARBALHO,320,E/F AO CEFOC,IPUTINGA,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-03-06,19:30:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA SANTO ELIAS,,,ESQUINA COM POSTO IPIRANGA // E/F A QUIOSQUE DE CAMISETAS // CRUZ COM RUA DO ESPINHEIRO,RUA SANTO ELIAS,0,ESQUINA COM POSTO IPIRANGA // E/F A QUIOSQUE DE CAMISETAS // CRUZ COM RUA DO ESPINHEIRO,ESPINHEIRO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-06,19:47:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,,,E/F AO CORREIOS POSTO IPIRANGA E BANCO DO BRASIL,RUA SAO MIGUEL,0,E/F AO CORREIOS POSTO IPIRANGA E BANCO DO BRASIL,AFOGADOS,COLISÃO COM CICLISTA,,1,,1,,,,,,1,,,,,,,,
2017-03-06,22:12:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA BISPO CARDOSO AYRES,272,,ESQUINA COM A ARY SANTA CRUZ ADVOCACIA // PROX A FACULDADE CATOLICA // PROX AO ZUPPY RESTAURANTE,RUA BISPO CARDOSO AYRES,272,ESQUINA COM A ARY SANTA CRUZ ADVOCACIA // PROX A FACULDADE CATOLICA // PROX AO ZUPPY RESTAURANTE,BOA VISTA,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-03-07,06:32:00,SEM VÍTIMA,FINALIZADA,GUABIRABA,AV DA RECUPERACAO,1032,,RUA DA COREMAL LOJAS DE TINTA,AV DA RECUPERACAO,1032,RUA DA COREMAL LOJAS DE TINTA,GUABIRABA,COLISÃO,,,,,,2,,,,0,,,,,,,,
2017-03-07,06:36:00,SEM VÍTIMA,FINALIZADA,PRADO,RUA SANTA EDWIRGES,295,,E/F A RESIDENCA. CRUZAMENTO COM A PADRE TEÓFILO TWORZ,RUA SANTA EDWIRGES,295,E/F A RESIDENCA. CRUZAMENTO COM A PADRE TEÓFILO TWORZ,PRADO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,07:25:00,SEM VÍTIMA,FINALIZADA,CAXANGÁ,AV CAXANGA,,,EM FRENTE A INTEGRAÇAO DA CAXANGA / SEN SUB,AV CAXANGA,0,EM FRENTE A INTEGRAÇAO DA CAXANGA / SEN SUB,CAXANGÁ,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,07:58:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,,,SENT CIDADE EM FRENTE A ASSEMBLEIA DE DEUS,AV CRUZ CABUGA,0,SENT CIDADE EM FRENTE A ASSEMBLEIA DE DEUS,SANTO AMARO,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-03-07,08:46:00,SEM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,,EM FRENTE AO HOSPITAL DA RESTAURAÇAO,AV GOVERNADOR AGAMENON MAGALHAES,0,EM FRENTE AO HOSPITAL DA RESTAURAÇAO,DERBY,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,08:50:00,SEM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,AV LIBERDADE,429,,ESQ COM A RUA LEANDRO BARRETO / EM FRENTE A FARMACIA POPULAR,AV LIBERDADE,429,ESQ COM A RUA LEANDRO BARRETO / EM FRENTE A FARMACIA POPULAR,JARDIM SÃO PAULO,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-03-07,10:02:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ENGENHEIRO JOSE APOLINARIO,69,,COM A RUA ALVARO AMORIM / EAQ SPORT KA EQUIPADORA,RUA ENGENHEIRO JOSE APOLINARIO,69,COM A RUA ALVARO AMORIM / EAQ SPORT KA EQUIPADORA,IMBIRIBEIRA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,10:22:00,SEM VÍTIMA,FINALIZADA,DERBY,RUA AMAURI DE MEDEIROS,,,EM FRENTE O ESTITUTO DE DIAGNOSTICO JOSÉ ROCHA DE SÁ,RUA AMAURI DE MEDEIROS,0,EM FRENTE O ESTITUTO DE DIAGNOSTICO JOSÉ ROCHA DE SÁ,DERBY,COLISÃO,1,,,,,,,,,0,,,,,,,,
2017-03-07,10:22:00,SEM VÍTIMA,FINALIZADA,CAXANGÁ,AV CAXANGA,3909,,EM FRENTE AO HIPER SENT CIDADE / FAIXA DA DIREITA,AV CAXANGA,3909,EM FRENTE AO HIPER SENT CIDADE / FAIXA DA DIREITA,CAXANGÁ,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,10:56:00,SEM VÍTIMA,FINALIZADA,PINA,RUA AMAZONAS,70,,EM FRENTE AO EDIFICIO ENCANTA MOÇA,RUA AMAZONAS,70,EM FRENTE AO EDIFICIO ENCANTA MOÇA,PINA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,11:01:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ATLANTICO,142,,E/F AO EDF. CARLOS DRUMOND DE ANDRADE,RUA ATLANTICO,142,E/F AO EDF. CARLOS DRUMOND DE ANDRADE,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,11:05:00,SEM VÍTIMA,FINALIZADA,CAMPO GRANDE,EST DE BELEM,901,,EM FRENTE A SANBUEY,EST DE BELEM,901,EM FRENTE A SANBUEY,CAMPO GRANDE,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-03-07,11:13:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,NO PORTO DO RECIFE,AV ALFREDO LISBOA,0,NO PORTO DO RECIFE,BAIRRO DO RECIFE,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-03-07,11:31:00,SEM VÍTIMA,CANCELADA,PINA,AV BOA VIAGEM,328,,EM FRENTE AO EDIFICIO VERDE MAR,AV BOA VIAGEM,328,EM FRENTE AO EDIFICIO VERDE MAR,PINA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,12:05:00,SEM VÍTIMA,CANCELADA,ESTÂNCIA,AV RECIFE,150 A,,EM FRENTE AO MAKRO/ SENTIDO BR,AV RECIFE,150 A,EM FRENTE AO MAKRO/ SENTIDO BR,ESTÂNCIA,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-03-07,13:24:00,,CANCELADA,BOA VIAGEM,AV BOA VIAGEM,344,,EDF. VERDE MAR,AV BOA VIAGEM,344,EDF. VERDE MAR,BOA VIAGEM,COLISÃO,2,,,,,,,,,,,,,,,,,
2017-03-07,13:27:00,SEM VÍTIMA,FINALIZADA,MADALENA,AV BEIRA RIO,591,,APOS A PONTE DA CAPUNGA PRIMEIRA A DIREITA,AV BEIRA RIO,591,APOS A PONTE DA CAPUNGA PRIMEIRA A DIREITA,MADALENA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,13:38:00,SEM VÍTIMA,FINALIZADA,ARRUDA,AV BEBERIBE,530,,EM FRENTE A ACADEMIA YES FITNES,AV BEBERIBE,530,EM FRENTE A ACADEMIA YES FITNES,ARRUDA,COLISÃO,1,,,,,1,,,,0,,,,,,,,
2017-03-07,14:32:00,COM VÍTIMA,CANCELADA,ENCRUZILHADA,AV BEBERIBE,186,,EM FRENTE AO POSTO SHELL,AV BEBERIBE,186,EM FRENTE AO POSTO SHELL,ENCRUZILHADA,COLISÃO,,2,,,,,,,,1,,,,,,,,
2017-03-07,14:04:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA ANTONIO NOVAIS,75,,PX A PIZZARIA DOMINO'S,RUA ANTONIO NOVAIS,75,PX A PIZZARIA DOMINO'S,GRAÇAS,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,14:39:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,4070,,SEMAFORO 113,AV BOA VIAGEM,4070,SEMAFORO 113,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,14:48:00,SEM VÍTIMA,FINALIZADA,MADALENA,AV JOSE GONCALVES DE MEDEIROS,,,EM FRENTE AO EXTRA,AV JOSE GONCALVES DE MEDEIROS,0,EM FRENTE AO EXTRA,MADALENA,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-03-07,14:56:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,,E/F DO PONTEIO,AV ENGENHEIRO DOMINGOS FERREIRA,0,E/F DO PONTEIO,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,15:38:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ANTONIO FALCAO,,,NO SEMAFORO 006 E/F DO BANCO ITAÚ S/T CID,RUA ANTONIO FALCAO,0,NO SEMAFORO 006 E/F DO BANCO ITAÚ S/T CID,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,15:40:00,,CANCELADA,PRADO,RUA MANOEL DE ARRUDA CAMARA,294,,EM FRENTE A CHURRASCARIA ESQUINA DA PICANHA,RUA MANOEL DE ARRUDA CAMARA,294,EM FRENTE A CHURRASCARIA ESQUINA DA PICANHA,PRADO,COLISÃO,,1,,,,1,,,,,,,,,,,,
2017-03-07,15:55:00,SEM VÍTIMA,EM ATENDIMENTO,DERBY,RUA HENRIQUE DIAS,255,,ESQUINA DO HOTEL DAS FRONTEIRAS,RUA HENRIQUE DIAS,255,ESQUINA DO HOTEL DAS FRONTEIRAS,DERBY,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,16:31:00,COM VÍTIMA,EM ATENDIMENTO,IPUTINGA,RUA MAURICIO DE NASSAU,,,E/F AO ARQUE CAIRA,RUA MAURICIO DE NASSAU,0,E/F AO ARQUE CAIRA,IPUTINGA,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-03-07,16:41:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,LARGO DA PAZ,,,E/F A ALUMIAÇO,LARGO DA PAZ,0,E/F A ALUMIAÇO,AFOGADOS,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-03-07,16:51:00,,CANCELADA,MADALENA,RUA JOAO IVO DA SILVA,,,APOS O TUNIO,RUA JOAO IVO DA SILVA,0,APOS O TUNIO,MADALENA,COLISÃO,,,,,,,,,,,,,,,,,,
2017-03-07,16:55:00,COM VÍTIMA,FINALIZADA,PRADO,RUA JOAO IVO DA SILVA,,,/ E/F AO REST. ESQUIN DA PICANHA ( EM ATENDIMENTO PELA VIATURA 14),RUA JOAO IVO DA SILVA,0,/ E/F AO REST. ESQUIN DA PICANHA ( EM ATENDIMENTO PELA VIATURA 14),PRADO,COLISÃO,,1,,,,1,,,,1,,,,,,,,
2017-03-07,17:32:00,SEM VÍTIMA,FINALIZADA,FUNDÃO,,,,NA SUBIDA DA LADEIRA DALVA DE OLIVEIRA,0,0,NA SUBIDA DA LADEIRA DALVA DE OLIVEIRA,FUNDÃO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,17:34:00,SEM VÍTIMA,CANCELADA,MADALENA,RUA BENFICA,,,PX AO POSTO BR,RUA BENFICA,0,PX AO POSTO BR,MADALENA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,18:19:00,SEM VÍTIMA,EM ATENDIMENTO,TORRE,RUA VITORIANO PALHARES,148,,POR TRAS DO ATACADO DOS PRESENTES DA TORRE,RUA VITORIANO PALHARES,148,POR TRAS DO ATACADO DOS PRESENTES DA TORRE,TORRE,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,18:31:00,COM VÍTIMA,EM ATENDIMENTO,BOA VISTA,AV CONDE DA BOA VISTA,,,SOLEDADE,AV CONDE DA BOA VISTA,0,SOLEDADE,BOA VISTA,ATROPELAMENTO,,,,,1,1,,,,1,,,,,,,,
2017-03-07,18:29:00,SEM VÍTIMA,FINALIZADA,NOVA DESCOBERTA,RUA SANTA TEREZA,36,,EM FRENTE AO TERMINAL DE ONIBUS DE NOVA DESCOBERTA,RUA SANTA TEREZA,36,EM FRENTE AO TERMINAL DE ONIBUS DE NOVA DESCOBERTA,NOVA DESCOBERTA,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-03-07,19:01:00,SEM VÍTIMA,CANCELADA,BARRO,AV DR JOSE RUFINO,2839,,ANTES DO COLEGIO PAULO GUERRA SENT. TEJIPIO,AV DR JOSE RUFINO,2839,ANTES DO COLEGIO PAULO GUERRA SENT. TEJIPIO,BARRO,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-03-07,19:08:00,SEM VÍTIMA,CANCELADA,ILHA DO RETIRO,AV ENGENHEIRO ABDIAS DE CARVALHO,,,NA RUA DO STADIO DO SPORT NO CANAL,AV ENGENHEIRO ABDIAS DE CARVALHO,0,NA RUA DO STADIO DO SPORT NO CANAL,ILHA DO RETIRO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,19:34:00,COM VÍTIMA,FINALIZADA,BONGI,AV ENGENHEIRO ABDIAS DE CARVALHO,,,NO FINAL DA ABDIAS DE CARVALHO APOS O PSTO SHEL,AV ENGENHEIRO ABDIAS DE CARVALHO,0,NO FINAL DA ABDIAS DE CARVALHO APOS O PSTO SHEL,BONGI,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-03-07,21:18:00,SEM VÍTIMA,CANCELADA,ALTO JOSÉ BONIFÁCIO,RUA CORREGO DO EUCLIDES,797,,PROX. DO BAR OS AMIGOS,RUA CORREGO DO EUCLIDES,797,PROX. DO BAR OS AMIGOS,ALTO JOSÉ BONIFÁCIO,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-03-07,20:15:00,SEM VÍTIMA,FINALIZADA,POÇO DA PANELA,RUA OLIVEIRA GOES,430,,PROXIMO AO PARQUE SANTANA,RUA OLIVEIRA GOES,430,PROXIMO AO PARQUE SANTANA,POÇO DA PANELA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,21:24:00,SEM VÍTIMA,CANCELADA,JARDIM SÃO PAULO,RUA SENADOR ALBERTO PASQUALINI,78,,EM FRENTE DA ACADEMIA TREINO E C&A,RUA SENADOR ALBERTO PASQUALINI,78,EM FRENTE DA ACADEMIA TREINO E C&A,JARDIM SÃO PAULO,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-07,22:21:00,SEM VÍTIMA,FINALIZADA,ENGENHO DO MEIO,RUA ANTONIO CURADO,,,PROXIMO AO BOM PASTOR PASTOR TERCEIRA RUA APOS A ENTRADA,RUA ANTONIO CURADO,0,PROXIMO AO BOM PASTOR PASTOR TERCEIRA RUA APOS A ENTRADA,ENGENHO DO MEIO,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-03-07,23:52:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA ODORICO MENDES,198,,PROX CLUBE DAS PÁS,RUA ODORICO MENDES,198,PROX CLUBE DAS PÁS,CAMPO GRANDE,COLISÃO,1,1,,,,,,,,2,,,,,,,,
2017-03-08,06:02:00,SEM VÍTIMA,CANCELADA,CAXANGÁ,RUA BENFICA,960,,E/F A RESIDENCIA. DE FRONTE AO BOSCH CAR SERVICE,RUA BENFICA,960,E/F A RESIDENCIA. DE FRONTE AO BOSCH CAR SERVICE,CAXANGÁ,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-08,06:30:00,SEM VÍTIMA,CANCELADA,SÃO JOSÉ,RUA IMPERIAL,2077,,E/F A ANTIGA SECRETARIA DA FAZENDA,RUA IMPERIAL,2077,E/F A ANTIGA SECRETARIA DA FAZENDA,SÃO JOSÉ,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-03-08,07:20:00,SEM VÍTIMA,FINALIZADA,DERBY,RUA JOAO FERNANDES VIEIRA,,,E/F AO AMERICANO BATISTA, SEMÁFORO 037,RUA JOAO FERNANDES VIEIRA,0,E/F AO AMERICANO BATISTA, SEMÁFORO 037,DERBY,COLISÃO,2,,,,,,,,,0,,,,,,
2017-03-08,07:57:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA JOAQUIM NABUCO,,,AO LADO DO COLEGIO BARBOSA LIMA SOBRINHO SENTIDO HOSPITAL SANTA JOANA,RUA JOAQUIM NABUCO,0,AO LADO DO COLEGIO BARBOSA LIMA SOBRINHO SENTIDO HOSPITAL SANTA JOANA,GRAÇAS,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-08,08:00:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA NICOLAU PEREIRA,179,,CRUZAMENTO COM A RUA DA PAZ EM FRENTE A ASA INDUSTRIA,RUA NICOLAU PEREIRA,179,CRUZAMENTO COM A RUA DA PAZ EM FRENTE A ASA INDUSTRIA,AFOGADOS,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-03-08,08:24:00,COM VÍTIMA,FINALIZADA,IBURA,AV RECIFE,,,EM FRENTE AO PONTO AUTO,AV RECIFE,0,EM FRENTE AO PONTO AUTO,IBURA,COLISÃO COM CICLISTA,,1,,1,,,,,,1,,,,,,,,
2017-03-08,08:24:00,SEM VÍTIMA,FINALIZADA,ARRUDA,AV PROFESSOR JOSE DOS ANJOS,,,POR TRAS DO CAMPO DO ARRUDA EM BAIXO DO SEMAFORO 131,AV PROFESSOR JOSE DOS ANJOS,0,POR TRAS DO CAMPO DO ARRUDA EM BAIXO DO SEMAFORO 131,ARRUDA,COLISÃO,1,,,,,,1,,,0,,,,,,,,
2017-03-08,08:44:00,SEM VÍTIMA,FINALIZADA,MADALENA,AV VISCONDE DE ALBUQUERQUE,603,,E/F A FARMACIA DOS POBRE, SEMÁFORO 050,AV VISCONDE DE ALBUQUERQUE,603,E/F A FARMACIA DOS POBRE, SEMÁFORO 050,MADALENA,COLISÃO,1,,,,,1,,,,0,,,,,,
2017-03-08,08:57:00,COM VÍTIMA,FINALIZADA,AFOGADOS,AV ENGENHEIRO ABDIAS DE CARVALHO,,,SENTIDO CIDADE EM SUBWAY,AV ENGENHEIRO ABDIAS DE CARVALHO,0,SENTIDO CIDADE EM SUBWAY,AFOGADOS,COLISÃO,1,1,,,,,,,,1,,,,,,,,
2017-03-08,09:08:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,SENTIDO AEROPORTO ENTRE A MAGAZINE LUIZA E A FERREIRA COSTA,AV MARECHAL MASCARENHAS DE MORAES,0,SENTIDO AEROPORTO ENTRE A MAGAZINE LUIZA E A FERREIRA COSTA,IMBIRIBEIRA,COLISÃO,2,,,,,,,,,0,,,,,,,,
2017-03-08,09:12:00,SEM VÍTIMA,FINALIZADA,ÁGUA FRIA,EST VELHA DE AGUA FRIA,999,,EM FRENTE AO DNOCS,EST VELHA DE AGUA FRIA,999,EM FRENTE AO DNOCS,ÁGUA FRIA,COLISÃO,1,1,,,,,,,,0,,,,,,,,
2017-03-08,09:59:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA DO ESPINHEIRO,,,ESQUINA COM A RUA AMÉLIA,SEMAFORO 195,RUA DO ESPINHEIRO,0,ESQUINA COM A RUA AMÉLIA,SEMAFORO 195,ESPINHEIRO,COLISÃO,1,,,,,,1,,,0,,,,,,
2017-03-08,10:23:00,SEM VÍTIMA,CANCELADA,DERBY,RUA AMAURI DE MEDEIROS,110,,CRUZAMENTO COM A RUA BARÃO DE GOIANA,RUA AMAURI DE MEDEIROS,110,CRUZAMENTO COM A RUA BARÃO DE GOIANA,DERBY,COLISÃO,2,,,,,,,,,0,,,,,,,,
